,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,OrderID,OrderDate,ShipDate,ShipMode,ProductID,Sales,Quantity,Discount,Profit,Category,Sub-Category,ProductName
248,CUST-0008,Robert Stein,Consumer,USA,Port Earl,Arkansas,31545,East,ORD-63454,2024-06-20,2024-06-26,Same Day,PROD-0052,542.49,7,0.13,45.44,Technology,Phones,Protect Phones
249,CUST-0179,Matthew Walker,Corporate,USA,New Amy,Alaska,9544,East,ORD-85104,2023-09-28,2023-09-29,Second Class,PROD-0052,476.35,5,0.03,54.01,Technology,Phones,Protect Phones
250,CUST-0074,Ashley Garza MD,Home Office,USA,East Daniel,Missouri,6904,West,ORD-93270,2024-03-15,2024-03-21,First Class,PROD-0052,506.89,10,0.11,147.01,Technology,Phones,Protect Phones
251,CUST-0171,Carol Ryan,Consumer,USA,Colefurt,Kansas,64868,East,ORD-73047,2024-11-21,2024-11-25,Second Class,PROD-0053,59.5,1,0.21,6.86,Office Supplies,Appliances,Outside Appliances
252,CUST-0171,Carol Ryan,Consumer,USA,Colefurt,Kansas,64868,East,ORD-72218,2024-10-03,2024-10-12,Standard Class,PROD-0053,1180.14,2,0.19,68.93,Office Supplies,Appliances,Outside Appliances
253,CUST-0161,Wanda Ramirez,Corporate,USA,Darrylmouth,Michigan,16794,East,ORD-31312,2023-10-23,2023-10-29,Standard Class,PROD-0053,1991.14,10,0.09,444.99,Office Supplies,Appliances,Outside Appliances
254,CUST-0007,Jennifer Elliott,Corporate,USA,East Kevin,Rhode Island,59765,East,ORD-28360,2024-06-30,2024-07-01,First Class,PROD-0054,1124.53,10,0.26,178.35,Office Supplies,Appliances,Until Appliances
255,CUST-0242,Jennifer Townsend,Corporate,USA,New Joseph,Idaho,90019,Central,ORD-27277,2025-04-02,2025-04-07,First Class,PROD-0054,1524.44,10,0.27,269.15,Office Supplies,Appliances,Until Appliances
256,CUST-0140,Jared Mitchell,Corporate,USA,Brownville,New Hampshire,50298,East,ORD-31718,2025-04-27,2025-04-29,Same Day,PROD-0054,1403.48,5,0.13,81.78,Office Supplies,Appliances,Until Appliances
257,CUST-0152,Jonathan Bean,Corporate,USA,Petersonfort,South Carolina,78658,Central,ORD-51416,2025-08-21,2025-08-25,Same Day,PROD-0054,865.1,7,0.04,51.87,Office Supplies,Appliances,Until Appliances
258,CUST-0100,Patricia Smith,Home Office,USA,Lake Eric,New Jersey,57678,East,ORD-57153,2025-08-19,2025-08-22,First Class,PROD-0054,909.54,2,0.08,62.72,Office Supplies,Appliances,Until Appliances
259,CUST-0162,Julie Daniels,Consumer,USA,Romerofort,Texas,70861,South,ORD-58315,2025-02-09,2025-02-12,Standard Class,PROD-0054,1762.06,8,0.25,154.33,Office Supplies,Appliances,Until Appliances
260,CUST-0069,Robert Robertson,Corporate,USA,Stephenshire,Arkansas,8568,East,ORD-88816,2025-04-30,2025-05-05,Standard Class,PROD-0054,160.75,10,0.29,34.45,Office Supplies,Appliances,Until Appliances
261,CUST-0225,Anthony Jones,Consumer,USA,Blackport,West Virginia,31767,Central,ORD-84424,2024-12-12,2024-12-21,Second Class,PROD-0055,1054.11,8,0.09,290.81,Office Supplies,Binders,Father Binders
262,CUST-0299,Emily Rich,Home Office,USA,East Calebchester,New Jersey,74561,West,ORD-74508,2024-09-02,2024-09-06,Standard Class,PROD-0055,1686.27,1,0.29,173.31,Office Supplies,Binders,Father Binders
263,CUST-0058,Richard Chavez,Consumer,USA,New Daniel,Iowa,45803,East,ORD-13650,2025-05-17,2025-05-20,Standard Class,PROD-0055,1437.43,7,0.29,311.27,Office Supplies,Binders,Father Binders
264,CUST-0202,Carlos Campbell,Consumer,USA,Riveraville,Kentucky,9299,West,ORD-34350,2025-01-22,2025-01-28,Standard Class,PROD-0055,1235.77,4,0.08,136.17,Office Supplies,Binders,Father Binders
265,CUST-0118,Steven Arnold,Home Office,USA,Lake Jamesshire,New York,44720,West,ORD-95750,2024-07-09,2024-07-10,First Class,PROD-0056,1601.64,10,0.06,330.95,Technology,Accessories,Cultural Accessories
266,CUST-0285,Ryan Farmer,Corporate,USA,Johnland,Mississippi,58387,East,ORD-51905,2024-06-30,2024-07-05,Same Day,PROD-0056,46.54,10,0.04,13.59,Technology,Accessories,Cultural Accessories
267,CUST-0119,Shane Trevino,Home Office,USA,East Tina,New Jersey,66342,West,ORD-28685,2024-06-04,2024-06-11,Standard Class,PROD-0056,1788.81,7,0.23,105.61,Technology,Accessories,Cultural Accessories
268,CUST-0299,Emily Rich,Home Office,USA,East Calebchester,New Jersey,74561,West,ORD-58469,2024-03-27,2024-03-30,Second Class,PROD-0056,35.48,1,0.02,7.93,Technology,Accessories,Cultural Accessories
269,CUST-0021,Mark Gonzales,Home Office,USA,Dakotastad,Nevada,61885,South,ORD-85821,2024-10-06,2024-10-09,Same Day,PROD-0056,1082.74,3,0.23,100.83,Technology,Accessories,Cultural Accessories
270,CUST-0028,Gary Gutierrez,Corporate,USA,Frederickville,Wisconsin,29660,West,ORD-75221,2023-10-23,2023-10-30,First Class,PROD-0056,20.74,1,0.19,5.62,Technology,Accessories,Cultural Accessories
271,CUST-0016,Dr. Mary Andersen MD,Corporate,USA,Port Sarahmouth,Pennsylvania,78603,Central,ORD-10718,2024-04-11,2024-04-12,Same Day,PROD-0056,814.28,3,0.29,108.95,Technology,Accessories,Cultural Accessories
272,CUST-0203,Stephanie Yoder,Corporate,USA,Tuckerton,Hawaii,30340,Central,ORD-47134,2025-01-27,2025-01-31,Same Day,PROD-0057,1035.3,2,0.15,250.58,Technology,Accessories,Stop Accessories
273,CUST-0167,Henry Wagner,Consumer,USA,Port James,Ohio,86289,East,ORD-79570,2023-09-28,2023-09-29,Second Class,PROD-0057,114.64,4,0.07,25.85,Technology,Accessories,Stop Accessories
274,CUST-0204,Tammy Rodriguez,Corporate,USA,Heathershire,Missouri,2661,East,ORD-32191,2025-05-14,2025-05-23,First Class,PROD-0057,471.09,1,0.01,86.48,Technology,Accessories,Stop Accessories
275,CUST-0131,Cassandra Brown,Home Office,USA,Lake Ryanton,Florida,43130,East,ORD-92987,2023-12-25,2024-01-02,First Class,PROD-0058,1957.83,4,0.05,562.51,Office Supplies,Binders,Hot Binders
276,CUST-0099,Kevin Woods,Consumer,USA,Port Clintonside,Montana,54615,Central,ORD-64532,2025-04-12,2025-04-16,Same Day,PROD-0058,59.07,3,0.17,14.5,Office Supplies,Binders,Hot Binders
277,CUST-0135,Mark Lamb,Consumer,USA,South Evelyn,Alabama,97406,West,ORD-20003,2025-06-07,2025-06-11,Standard Class,PROD-0058,23.81,7,0.1,2.55,Office Supplies,Binders,Hot Binders
278,CUST-0169,Sean Turner,Home Office,USA,West Rickyfort,Alaska,25485,West,ORD-80062,2025-01-12,2025-01-16,Second Class,PROD-0058,1927.45,10,0.18,420.33,Office Supplies,Binders,Hot Binders
279,CUST-0248,Kayla Oliver,Corporate,USA,Joshuabury,Maryland,48574,East,ORD-84020,2024-10-14,2024-10-17,First Class,PROD-0058,112.38,1,0.29,25.18,Office Supplies,Binders,Hot Binders
280,CUST-0212,Beth Lopez,Home Office,USA,West Troyshire,Illinois,14711,West,ORD-82322,2024-04-17,2024-04-25,Same Day,PROD-0058,1433.79,6,0.1,184.87,Office Supplies,Binders,Hot Binders
281,CUST-0265,Jennifer Lowe,Home Office,USA,Caseyport,Mississippi,41132,West,ORD-13198,2025-05-23,2025-05-31,Second Class,PROD-0059,1810.28,1,0.13,200.14,Office Supplies,Binders,Eat Binders
282,CUST-0102,Kristin Beasley,Home Office,USA,North Scott,South Carolina,35696,South,ORD-61692,2024-07-11,2024-07-17,Second Class,PROD-0059,1275.74,4,0.09,319.79,Office Supplies,Binders,Eat Binders
283,CUST-0183,Michelle Kennedy,Consumer,USA,East Christianberg,New Jersey,78006,West,ORD-20617,2024-08-08,2024-08-10,Second Class,PROD-0059,1796.05,6,0.08,510.16,Office Supplies,Binders,Eat Binders
284,CUST-0058,Richard Chavez,Consumer,USA,New Daniel,Iowa,45803,East,ORD-44655,2024-12-04,2024-12-11,Standard Class,PROD-0059,1921.08,1,0.09,282.64,Office Supplies,Binders,Eat Binders
285,CUST-0234,Patrick Mooney,Home Office,USA,East Timothy,Kansas,85093,Central,ORD-27669,2023-09-07,2023-09-13,Standard Class,PROD-0059,1064.24,6,0.26,215.26,Office Supplies,Binders,Eat Binders
286,CUST-0145,Terri Macdonald,Corporate,USA,South Megan,Nebraska,30179,East,ORD-83521,2024-08-05,2024-08-08,Standard Class,PROD-0059,1429.86,4,0.13,378.25,Office Supplies,Binders,Eat Binders
287,CUST-0072,Tina Washington,Corporate,USA,Berryburgh,Idaho,13854,West,ORD-95806,2025-03-04,2025-03-05,Standard Class,PROD-0060,1919.1,8,0.18,455.45,Furniture,Chairs,Usually Chairs
288,CUST-0084,Jay Thompson,Corporate,USA,Patrickmouth,Massachusetts,68044,Central,ORD-56004,2024-08-04,2024-08-14,Same Day,PROD-0060,845.13,4,0.06,136.92,Furniture,Chairs,Usually Chairs
289,CUST-0066,David Castillo,Corporate,USA,Michaelhaven,Louisiana,29376,West,ORD-10281,2024-04-03,2024-04-04,First Class,PROD-0060,990.34,8,0.17,199.45,Furniture,Chairs,Usually Chairs
290,CUST-0077,John Thompson,Corporate,USA,Lake Bradleychester,Ohio,70758,Central,ORD-65884,2023-12-19,2023-12-25,First Class,PROD-0060,1297.45,8,0.05,136.86,Furniture,Chairs,Usually Chairs
291,CUST-0240,Samantha Bennett,Consumer,USA,East Jennifer,Kansas,30466,West,ORD-17455,2025-05-16,2025-05-26,First Class,PROD-0060,405.17,7,0.25,28.44,Furniture,Chairs,Usually Chairs
292,CUST-0267,Alexis Taylor,Home Office,USA,Hintonland,Kansas,26875,West,ORD-88069,2023-12-26,2024-01-02,Same Day,PROD-0060,1760.89,5,0.21,154.75,Furniture,Chairs,Usually Chairs
293,CUST-0036,Joseph Molina MD,Home Office,USA,Christopherview,Florida,80450,East,ORD-58083,2024-01-22,2024-01-28,Second Class,PROD-0060,1358.64,3,0.07,347.34,Furniture,Chairs,Usually Chairs
294,CUST-0016,Dr. Mary Andersen MD,Corporate,USA,Port Sarahmouth,Pennsylvania,78603,Central,ORD-36536,2024-11-17,2024-11-20,First Class,PROD-0060,1956.1,8,0.15,247.7,Furniture,Chairs,Usually Chairs
295,CUST-0078,Nathan Bryant,Home Office,USA,Port Anthony,Louisiana,50357,East,ORD-98212,2025-03-21,2025-03-24,Same Day,PROD-0060,340.49,3,0.21,94.66,Furniture,Chairs,Usually Chairs
296,CUST-0021,Mark Gonzales,Home Office,USA,Dakotastad,Nevada,61885,South,ORD-38783,2025-06-27,2025-07-06,Same Day,PROD-0061,605.27,6,0.03,180.33,Technology,Phones,Style Phones
297,CUST-0133,Charles Hughes,Corporate,USA,Nathanchester,Delaware,53183,West,ORD-58822,2024-09-28,2024-10-08,Second Class,PROD-0061,1565.27,8,0.21,90.48,Technology,Phones,Style Phones
298,CUST-0026,Kayla Carpenter,Home Office,USA,New Sabrina,Arizona,11909,East,ORD-20030,2025-05-20,2025-05-24,Same Day,PROD-0061,330.63,7,0.19,40.11,Technology,Phones,Style Phones
299,CUST-0044,Susan Ward,Corporate,USA,New Elizabethside,Minnesota,38535,West,ORD-10225,2024-11-30,2024-12-05,First Class,PROD-0061,1747.73,2,0.16,202.98,Technology,Phones,Style Phones
300,CUST-0188,Jay Stein,Consumer,USA,East Gabrielmouth,Pennsylvania,91092,East,ORD-92965,2024-01-23,2024-02-01,Second Class,PROD-0061,640.46,7,0.19,137.99,Technology,Phones,Style Phones
301,CUST-0005,Daniel Meyer,Home Office,USA,Lake Sharonborough,New Jersey,96149,Central,ORD-99267,2024-10-03,2024-10-13,Standard Class,PROD-0061,1517.54,9,0.21,300.32,Technology,Phones,Style Phones
302,CUST-0074,Ashley Garza MD,Home Office,USA,East Daniel,Missouri,6904,West,ORD-52165,2023-08-31,2023-09-07,Second Class,PROD-0061,1027.65,2,0.05,67.19,Technology,Phones,Style Phones
303,CUST-0246,William Williams,Corporate,USA,South Larryshire,New York,37878,Central,ORD-49351,2024-04-30,2024-05-08,Same Day,PROD-0061,1501.03,7,0.03,443.76,Technology,Phones,Style Phones
304,CUST-0083,Chad Rodriguez,Consumer,USA,South Pamela,Arkansas,70085,East,ORD-88554,2024-04-04,2024-04-05,Same Day,PROD-0061,655.06,4,0.11,54.09,Technology,Phones,Style Phones
305,CUST-0219,Susan Bowman,Consumer,USA,Lake Joel,Vermont,65406,East,ORD-37793,2023-12-21,2023-12-26,Standard Class,PROD-0061,299.91,4,0.09,77.99,Technology,Phones,Style Phones
306,CUST-0044,Susan Ward,Corporate,USA,New Elizabethside,Minnesota,38535,West,ORD-90970,2024-02-07,2024-02-09,Same Day,PROD-0062,1307.38,3,0.05,381.28,Office Supplies,Appliances,Way Appliances
307,CUST-0049,Daniel May,Corporate,USA,Kiddtown,Kentucky,44709,Central,ORD-98802,2023-12-11,2023-12-14,Second Class,PROD-0062,1425.75,8,0.0,286.45,Office Supplies,Appliances,Way Appliances
308,CUST-0103,Patricia Davis,Corporate,USA,Willisfurt,Iowa,58965,West,ORD-28766,2024-03-01,2024-03-03,Second Class,PROD-0062,1954.9,8,0.25,145.55,Office Supplies,Appliances,Way Appliances
309,CUST-0039,Susan Brown,Consumer,USA,Maymouth,Colorado,4924,Central,ORD-24451,2023-11-14,2023-11-22,Standard Class,PROD-0062,1161.86,2,0.28,276.7,Office Supplies,Appliances,Way Appliances
310,CUST-0040,Joshua Mcdowell,Home Office,USA,Katherineview,Georgia,27264,Central,ORD-65047,2023-09-02,2023-09-06,Second Class,PROD-0062,1394.97,1,0.28,367.02,Office Supplies,Appliances,Way Appliances
311,CUST-0073,Matthew Ramirez,Home Office,USA,West Johnathanton,New York,87561,East,ORD-13802,2024-04-14,2024-04-20,Same Day,PROD-0062,1804.97,8,0.05,320.32,Office Supplies,Appliances,Way Appliances
312,CUST-0249,Joseph Young,Corporate,USA,Charlesland,Oregon,24523,West,ORD-60954,2024-10-20,2024-10-24,Same Day,PROD-0062,1649.88,4,0.05,344.02,Office Supplies,Appliances,Way Appliances
313,CUST-0125,Jesus Kidd,Consumer,USA,North Thomas,South Carolina,75420,East,ORD-83241,2025-03-09,2025-03-10,Standard Class,PROD-0063,706.85,5,0.09,193.84,Furniture,Furnishings,Past Furnishings
314,CUST-0234,Patrick Mooney,Home Office,USA,East Timothy,Kansas,85093,Central,ORD-73550,2025-01-24,2025-01-26,Standard Class,PROD-0063,937.16,8,0.23,141.89,Furniture,Furnishings,Past Furnishings
315,CUST-0215,Tammy Silva,Corporate,USA,Lake Margaretmouth,Florida,27573,Central,ORD-20628,2024-02-01,2024-02-11,Standard Class,PROD-0063,1636.81,4,0.29,481.99,Furniture,Furnishings,Past Furnishings
316,CUST-0160,Angela Robbins,Home Office,USA,Herrerafurt,Rhode Island,53721,South,ORD-36891,2024-11-29,2024-12-08,Standard Class,PROD-0063,1465.26,5,0.07,184.12,Furniture,Furnishings,Past Furnishings
317,CUST-0015,Jennifer Waters,Corporate,USA,Jacksonburgh,Maine,2329,South,ORD-80420,2023-08-24,2023-09-02,Standard Class,PROD-0063,587.23,4,0.22,32.24,Furniture,Furnishings,Past Furnishings
318,CUST-0050,Preston Anderson,Corporate,USA,Carrieport,South Carolina,56153,West,ORD-81954,2024-04-20,2024-04-29,Same Day,PROD-0063,200.06,6,0.11,19.24,Furniture,Furnishings,Past Furnishings
319,CUST-0197,Cynthia Parker,Corporate,USA,Debrabury,Maine,25438,Central,ORD-91839,2024-12-19,2024-12-22,Second Class,PROD-0063,1324.08,1,0.19,311.5,Furniture,Furnishings,Past Furnishings
320,CUST-0289,Jennifer Williams,Corporate,USA,West Dennis,Delaware,53584,South,ORD-92319,2024-11-21,2024-11-26,Same Day,PROD-0064,833.39,10,0.04,229.38,Technology,Copiers,Me Copiers
321,CUST-0190,Brian Campos,Corporate,USA,East Melindaton,Kentucky,56709,West,ORD-56997,2025-04-06,2025-04-14,Same Day,PROD-0064,24.7,5,0.28,5.37,Technology,Copiers,Me Copiers
322,CUST-0092,Louis Roberts,Corporate,USA,South Caleb,Tennessee,80043,Central,ORD-91244,2024-06-05,2024-06-06,Second Class,PROD-0064,1359.55,7,0.12,398.7,Technology,Copiers,Me Copiers
323,CUST-0136,Robert Willis,Consumer,USA,Annetteview,Maine,38743,Central,ORD-54824,2025-05-21,2025-05-28,First Class,PROD-0064,72.26,7,0.15,8.94,Technology,Copiers,Me Copiers
324,CUST-0294,Nicolas Melendez,Corporate,USA,Tracybury,Delaware,67369,West,ORD-43989,2025-06-18,2025-06-28,Same Day,PROD-0065,1767.67,6,0.17,295.49,Furniture,Furnishings,Decision Furnishings
325,CUST-0069,Robert Robertson,Corporate,USA,Stephenshire,Arkansas,8568,East,ORD-48687,2024-08-26,2024-09-04,Second Class,PROD-0065,1892.47,3,0.05,493.78,Furniture,Furnishings,Decision Furnishings
326,CUST-0108,Tammy Valdez,Corporate,USA,North Jerry,Nevada,33852,West,ORD-96758,2023-10-16,2023-10-23,First Class,PROD-0065,1582.5,8,0.06,281.63,Furniture,Furnishings,Decision Furnishings
327,CUST-0227,Jordan Andrade,Corporate,USA,Carrilloville,Pennsylvania,89425,South,ORD-28238,2024-06-03,2024-06-12,Second Class,PROD-0065,1281.23,3,0.28,172.92,Furniture,Furnishings,Decision Furnishings
328,CUST-0008,Robert Stein,Consumer,USA,Port Earl,Arkansas,31545,East,ORD-42259,2024-09-22,2024-10-02,First Class,PROD-0065,1547.59,6,0.12,448.67,Furniture,Furnishings,Decision Furnishings
329,CUST-0132,Emily Rodriguez,Home Office,USA,Simmonsshire,Arizona,40611,East,ORD-71246,2024-03-11,2024-03-12,Second Class,PROD-0065,877.88,6,0.22,215.44,Furniture,Furnishings,Decision Furnishings
330,CUST-0006,Daniel French,Home Office,USA,North Alyssa,Indiana,39335,West,ORD-92439,2023-12-07,2023-12-11,Second Class,PROD-0065,625.76,6,0.14,66.42,Furniture,Furnishings,Decision Furnishings
331,CUST-0154,Anthony Paul,Home Office,USA,Valerieborough,Idaho,56040,South,ORD-38775,2025-02-22,2025-03-03,Standard Class,PROD-0065,976.8,4,0.05,75.91,Furniture,Furnishings,Decision Furnishings
332,CUST-0050,Preston Anderson,Corporate,USA,Carrieport,South Carolina,56153,West,ORD-35711,2024-12-27,2025-01-05,Same Day,PROD-0065,959.72,9,0.27,206.38,Furniture,Furnishings,Decision Furnishings
333,CUST-0204,Tammy Rodriguez,Corporate,USA,Heathershire,Missouri,2661,East,ORD-76157,2023-10-26,2023-10-31,Second Class,PROD-0066,1380.67,5,0.29,102.97,Furniture,Chairs,Group Chairs
334,CUST-0182,Stacy Walker,Home Office,USA,West Chad,New York,62513,Central,ORD-51196,2024-04-21,2024-04-24,Second Class,PROD-0066,477.09,1,0.04,82.72,Furniture,Chairs,Group Chairs
335,CUST-0225,Anthony Jones,Consumer,USA,Blackport,West Virginia,31767,Central,ORD-84522,2024-12-09,2024-12-13,Standard Class,PROD-0067,66.72,7,0.07,10.48,Technology,Accessories,Company Accessories
336,CUST-0166,Nancy Santana,Home Office,USA,East Stephanie,New Jersey,23970,East,ORD-81754,2024-12-21,2024-12-26,Second Class,PROD-0067,1050.06,7,0.05,182.51,Technology,Accessories,Company Accessories
337,CUST-0222,Kimberly Kelly,Home Office,USA,New Davidbury,Nebraska,48871,South,ORD-12585,2025-03-01,2025-03-05,First Class,PROD-0067,1619.58,8,0.05,184.31,Technology,Accessories,Company Accessories
338,CUST-0270,Jessica Lopez,Corporate,USA,Fosterton,Washington,71397,South,ORD-98454,2025-02-18,2025-02-21,Second Class,PROD-0067,1766.15,5,0.09,522.63,Technology,Accessories,Company Accessories
339,CUST-0188,Jay Stein,Consumer,USA,East Gabrielmouth,Pennsylvania,91092,East,ORD-40645,2024-01-25,2024-01-29,Standard Class,PROD-0067,1413.79,5,0.03,103.94,Technology,Accessories,Company Accessories
340,CUST-0182,Stacy Walker,Home Office,USA,West Chad,New York,62513,Central,ORD-66930,2024-10-17,2024-10-25,Second Class,PROD-0068,1271.91,10,0.16,233.98,Technology,Phones,Sign Phones
341,CUST-0198,Robert Anderson,Corporate,USA,Jordanberg,Kentucky,59946,South,ORD-64909,2025-05-30,2025-06-07,Second Class,PROD-0068,919.52,8,0.16,127.34,Technology,Phones,Sign Phones
342,CUST-0214,Jessica Kennedy,Consumer,USA,Amychester,Indiana,52650,South,ORD-47078,2025-02-14,2025-02-24,First Class,PROD-0068,972.87,2,0.01,253.73,Technology,Phones,Sign Phones
343,CUST-0280,Jeffrey Holmes,Home Office,USA,East Thomas,Massachusetts,72460,Central,ORD-62477,2025-02-26,2025-03-01,Second Class,PROD-0068,1224.45,4,0.01,159.28,Technology,Phones,Sign Phones
344,CUST-0280,Jeffrey Holmes,Home Office,USA,East Thomas,Massachusetts,72460,Central,ORD-93869,2024-03-14,2024-03-22,Same Day,PROD-0069,271.45,5,0.29,28.52,Office Supplies,Paper,Themselves Paper
345,CUST-0188,Jay Stein,Consumer,USA,East Gabrielmouth,Pennsylvania,91092,East,ORD-51674,2025-01-28,2025-01-29,Standard Class,PROD-0069,1865.6,2,0.15,205.35,Office Supplies,Paper,Themselves Paper
346,CUST-0075,Angela Ochoa,Consumer,USA,New Tami,Florida,77175,West,ORD-51450,2025-05-13,2025-05-16,Second Class,PROD-0069,925.38,10,0.25,62.92,Office Supplies,Paper,Themselves Paper
347,CUST-0241,Mark Hale,Corporate,USA,East Josephberg,Connecticut,34922,West,ORD-94011,2024-02-09,2024-02-12,First Class,PROD-0069,1653.6,5,0.15,147.9,Office Supplies,Paper,Themselves Paper
348,CUST-0112,Andrew Rodriguez,Corporate,USA,Jerryton,Utah,28268,East,ORD-78577,2025-03-02,2025-03-11,First Class,PROD-0070,1651.37,7,0.12,131.93,Office Supplies,Paper,Performance Paper
349,CUST-0063,Virginia Frazier,Corporate,USA,Dixonberg,Wisconsin,65661,West,ORD-22355,2025-05-09,2025-05-19,First Class,PROD-0070,1918.01,1,0.19,223.54,Office Supplies,Paper,Performance Paper
350,CUST-0211,Julie Hester,Corporate,USA,Matthewsview,Wyoming,14418,West,ORD-94479,2024-04-06,2024-04-14,Second Class,PROD-0071,1826.55,4,0.18,391.81,Technology,Copiers,Policy Copiers
351,CUST-0092,Louis Roberts,Corporate,USA,South Caleb,Tennessee,80043,Central,ORD-22204,2024-10-19,2024-10-24,Standard Class,PROD-0071,867.97,6,0.07,215.78,Technology,Copiers,Policy Copiers
352,CUST-0053,Vicki Lopez,Corporate,USA,East Debbie,California,20175,East,ORD-80688,2025-08-03,2025-08-11,Same Day,PROD-0071,858.47,4,0.1,89.66,Technology,Copiers,Policy Copiers
353,CUST-0083,Chad Rodriguez,Consumer,USA,South Pamela,Arkansas,70085,East,ORD-31319,2023-09-16,2023-09-22,Standard Class,PROD-0072,624.36,7,0.16,36.12,Technology,Copiers,Improve Copiers
354,CUST-0187,Herbert Chavez,Consumer,USA,Mortonmouth,Nevada,61592,South,ORD-32107,2024-03-15,2024-03-24,First Class,PROD-0072,1188.66,3,0.07,275.47,Technology,Copiers,Improve Copiers
355,CUST-0169,Sean Turner,Home Office,USA,West Rickyfort,Alaska,25485,West,ORD-20268,2024-09-11,2024-09-20,Same Day,PROD-0072,1335.7,8,0.1,132.04,Technology,Copiers,Improve Copiers
356,CUST-0020,Jill George,Corporate,USA,East Michaelstad,Louisiana,32584,Central,ORD-15030,2024-10-01,2024-10-07,First Class,PROD-0073,1956.81,7,0.21,560.8,Technology,Phones,Experience Phones
357,CUST-0289,Jennifer Williams,Corporate,USA,West Dennis,Delaware,53584,South,ORD-55920,2023-10-23,2023-11-01,Standard Class,PROD-0073,1579.66,1,0.24,238.48,Technology,Phones,Experience Phones
358,CUST-0259,Brittany Robinson,Corporate,USA,Port Samuel,Tennessee,93864,Central,ORD-63018,2024-08-14,2024-08-17,Second Class,PROD-0073,58.78,8,0.26,3.64,Technology,Phones,Experience Phones
359,CUST-0107,Kyle Murray,Corporate,USA,Munozburgh,Alaska,8586,Central,ORD-29015,2024-04-18,2024-04-23,First Class,PROD-0073,1384.53,7,0.26,268.42,Technology,Phones,Experience Phones
360,CUST-0223,Natalie Olson,Corporate,USA,Hallchester,New Hampshire,7151,West,ORD-99106,2025-02-06,2025-02-12,First Class,PROD-0073,651.24,6,0.07,108.17,Technology,Phones,Experience Phones
361,CUST-0083,Chad Rodriguez,Consumer,USA,South Pamela,Arkansas,70085,East,ORD-55464,2024-03-12,2024-03-15,Same Day,PROD-0073,696.47,7,0.05,115.51,Technology,Phones,Experience Phones
362,CUST-0057,Brittany Zhang,Consumer,USA,Lake Fred,Alabama,5310,Central,ORD-41400,2025-03-07,2025-03-13,Same Day,PROD-0074,584.55,5,0.09,63.77,Office Supplies,Storage,Culture Storage
363,CUST-0209,Mark Harris,Corporate,USA,North Julieburgh,Connecticut,81451,South,ORD-41528,2024-04-30,2024-05-08,Second Class,PROD-0074,1101.21,5,0.08,207.51,Office Supplies,Storage,Culture Storage
364,CUST-0090,Jason Harris,Corporate,USA,Larsonmouth,Indiana,8442,West,ORD-93105,2025-08-17,2025-08-20,Second Class,PROD-0075,1686.17,3,0.18,101.64,Technology,Phones,Manager Phones
365,CUST-0019,Amber Rivera,Corporate,USA,Port Cathyview,California,94950,East,ORD-85849,2024-08-27,2024-09-05,First Class,PROD-0075,491.71,10,0.06,140.63,Technology,Phones,Manager Phones
366,CUST-0060,Mr. Tyler Stevens,Consumer,USA,Jamesville,Virginia,75189,West,ORD-16213,2024-07-28,2024-07-30,Standard Class,PROD-0075,197.17,10,0.13,57.7,Technology,Phones,Manager Phones
367,CUST-0065,Eric Rodriguez,Home Office,USA,Taraburgh,Oregon,65854,Central,ORD-11030,2024-08-26,2024-09-05,Second Class,PROD-0075,66.79,1,0.21,9.48,Technology,Phones,Manager Phones
368,CUST-0286,Raymond Gallagher,Corporate,USA,North Mikeview,Minnesota,78586,Central,ORD-64750,2024-07-28,2024-08-04,First Class,PROD-0076,1423.5,9,0.27,207.22,Office Supplies,Paper,Shoulder Paper
369,CUST-0200,Randy Fisher,Consumer,USA,East Amy,Alabama,77022,Central,ORD-28712,2023-12-19,2023-12-25,Second Class,PROD-0076,1883.15,4,0.07,115.21,Office Supplies,Paper,Shoulder Paper
370,CUST-0131,Cassandra Brown,Home Office,USA,Lake Ryanton,Florida,43130,East,ORD-99842,2023-10-15,2023-10-24,Same Day,PROD-0076,1422.82,7,0.04,426.38,Office Supplies,Paper,Shoulder Paper
371,CUST-0160,Angela Robbins,Home Office,USA,Herrerafurt,Rhode Island,53721,South,ORD-34961,2023-10-28,2023-11-07,First Class,PROD-0076,1045.71,10,0.09,172.63,Office Supplies,Paper,Shoulder Paper
372,CUST-0260,Alan Randall,Consumer,USA,South Shannonfurt,Utah,63002,East,ORD-15311,2023-09-26,2023-09-27,Second Class,PROD-0076,1415.22,10,0.12,311.16,Office Supplies,Paper,Shoulder Paper
373,CUST-0203,Stephanie Yoder,Corporate,USA,Tuckerton,Hawaii,30340,Central,ORD-69722,2024-05-21,2024-05-31,Second Class,PROD-0076,463.3,3,0.22,111.23,Office Supplies,Paper,Shoulder Paper
374,CUST-0280,Jeffrey Holmes,Home Office,USA,East Thomas,Massachusetts,72460,Central,ORD-15880,2025-02-24,2025-03-02,First Class,PROD-0076,1811.67,9,0.22,95.87,Office Supplies,Paper,Shoulder Paper
375,CUST-0173,Ricky Perry,Home Office,USA,West Lisa,Arizona,11327,East,ORD-90542,2025-05-27,2025-05-29,Standard Class,PROD-0076,1249.73,3,0.2,252.96,Office Supplies,Paper,Shoulder Paper
